[2026-05-27T01:55:02.644+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crime_analytics_pipeline.ingest_chicago_crime manual__2026-05-26T19:50:14.211656+00:00 [queued]>
[2026-05-27T01:55:02.655+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crime_analytics_pipeline.ingest_chicago_crime manual__2026-05-26T19:50:14.211656+00:00 [queued]>
[2026-05-27T01:55:02.655+0000] {taskinstance.py:2170} INFO - Starting attempt 2 of 3
[2026-05-27T01:55:02.669+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): ingest_chicago_crime> on 2026-05-26 19:50:14.211656+00:00
[2026-05-27T01:55:02.680+0000] {standard_task_runner.py:60} INFO - Started process 3088 to run task
[2026-05-27T01:55:02.685+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'crime_analytics_pipeline', 'ingest_chicago_crime', 'manual__2026-05-26T19:50:14.211656+00:00', '--job-id', '118', '--raw', '--subdir', 'DAGS_FOLDER/dag_crime_pipeline.py', '--cfg-path', '/tmp/tmpbeyn5ilq']
[2026-05-27T01:55:02.689+0000] {standard_task_runner.py:88} INFO - Job 118: Subtask ingest_chicago_crime
[2026-05-27T01:55:02.770+0000] {task_command.py:423} INFO - Running <TaskInstance: crime_analytics_pipeline.ingest_chicago_crime manual__2026-05-26T19:50:14.211656+00:00 [running]> on host 93e8dbfc6168
[2026-05-27T01:55:02.872+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='cdash-alerts@example.com' AIRFLOW_CTX_DAG_OWNER='crime-analytics' AIRFLOW_CTX_DAG_ID='crime_analytics_pipeline' AIRFLOW_CTX_TASK_ID='ingest_chicago_crime' AIRFLOW_CTX_EXECUTION_DATE='2026-05-26T19:50:14.211656+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='manual__2026-05-26T19:50:14.211656+00:00'
[2026-05-27T01:55:03.792+0000] {ingest_chicago_crime.py:212} INFO - FULL LOAD mode: 2001-01-01 → 2026-05-27
[2026-05-27T01:55:05.539+0000] {ingest_chicago_crime.py:103} INFO - [2001-01-01] _SUCCESS marker exists, skipping.
[2026-05-27T05:55:03.024+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-09] Querying BigQuery...
[2026-05-27T05:55:05.369+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-09] Uploaded 614 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/09/data.csv
[2026-05-27T05:55:05.774+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-09] _SUCCESS marker written.
[2026-05-27T05:55:06.019+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-10] Querying BigQuery...
[2026-05-27T05:55:08.078+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-10] Uploaded 635 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/10/data.csv
[2026-05-27T05:55:08.360+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-10] _SUCCESS marker written.
[2026-05-27T05:55:08.601+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-11] Querying BigQuery...
[2026-05-27T05:55:11.075+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-11] Uploaded 654 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/11/data.csv
[2026-05-27T05:55:11.578+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-11] _SUCCESS marker written.
[2026-05-27T05:55:12.523+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-12] Querying BigQuery...
[2026-05-27T05:55:15.144+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-12] Uploaded 688 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/12/data.csv
[2026-05-27T05:55:16.032+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-12] _SUCCESS marker written.
[2026-05-27T05:55:16.358+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-13] Querying BigQuery...
[2026-05-27T05:55:19.523+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-13] Uploaded 761 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/13/data.csv
[2026-05-27T05:55:19.876+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-13] _SUCCESS marker written.
[2026-05-27T05:55:20.776+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-14] Querying BigQuery...
[2026-05-27T05:55:23.321+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-14] Uploaded 688 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/14/data.csv
[2026-05-27T05:55:23.999+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-14] _SUCCESS marker written.
[2026-05-27T05:55:24.534+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-15] Querying BigQuery...
[2026-05-27T05:55:27.905+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-15] Uploaded 747 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/15/data.csv
[2026-05-27T05:55:28.201+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-15] _SUCCESS marker written.
[2026-05-27T05:55:28.649+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-16] Querying BigQuery...
[2026-05-27T05:55:31.183+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-16] Uploaded 689 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/16/data.csv
[2026-05-27T05:55:31.713+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-16] _SUCCESS marker written.
[2026-05-27T05:55:32.921+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-17] Querying BigQuery...
[2026-05-27T05:55:35.561+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-17] Uploaded 748 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/17/data.csv
[2026-05-27T05:55:35.852+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-17] _SUCCESS marker written.
[2026-05-27T05:55:36.758+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-18] Querying BigQuery...
[2026-05-27T05:55:39.654+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-18] Uploaded 663 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/18/data.csv
[2026-05-27T05:55:40.979+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-18] _SUCCESS marker written.
[2026-05-27T05:55:41.284+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-19] Querying BigQuery...
[2026-05-27T05:55:43.930+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-19] Uploaded 648 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/19/data.csv
[2026-05-27T05:55:44.228+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-19] _SUCCESS marker written.
[2026-05-27T05:55:44.670+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-20] Querying BigQuery...
[2026-05-27T05:55:47.129+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-20] Uploaded 696 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/20/data.csv
[2026-05-27T05:55:48.418+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-20] _SUCCESS marker written.
[2026-05-27T05:55:48.660+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-21] Querying BigQuery...
[2026-05-27T05:55:51.223+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-21] Uploaded 590 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/21/data.csv
[2026-05-27T05:55:51.512+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-21] _SUCCESS marker written.
[2026-05-27T05:55:51.761+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-22] Querying BigQuery...
[2026-05-27T05:55:54.153+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-22] Uploaded 625 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/22/data.csv
[2026-05-27T05:55:54.443+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-22] _SUCCESS marker written.
[2026-05-27T05:55:54.695+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-23] Querying BigQuery...
[2026-05-27T05:55:57.191+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-23] Uploaded 626 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/23/data.csv
[2026-05-27T05:55:57.600+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-23] _SUCCESS marker written.
[2026-05-27T05:55:58.393+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-24] Querying BigQuery...
[2026-05-27T05:56:00.916+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-24] Uploaded 689 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/24/data.csv
[2026-05-27T05:56:01.207+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-24] _SUCCESS marker written.
[2026-05-27T05:56:01.451+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-25] Querying BigQuery...
[2026-05-27T05:56:04.459+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-25] Uploaded 678 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/25/data.csv
[2026-05-27T05:56:04.812+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-25] _SUCCESS marker written.
[2026-05-27T05:56:05.065+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-26] Querying BigQuery...
[2026-05-27T05:56:08.050+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-26] Uploaded 596 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/26/data.csv
[2026-05-27T05:56:08.353+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-26] _SUCCESS marker written.
[2026-05-27T05:56:08.602+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-27] Querying BigQuery...
[2026-05-27T05:56:10.971+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-27] Uploaded 546 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/27/data.csv
[2026-05-27T05:56:11.254+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-27] _SUCCESS marker written.
[2026-05-27T05:56:11.700+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-28] Querying BigQuery...
[2026-05-27T05:56:14.230+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-28] Uploaded 595 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/28/data.csv
[2026-05-27T05:56:14.521+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-28] _SUCCESS marker written.
[2026-05-27T05:56:15.422+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-29] Querying BigQuery...
[2026-05-27T05:56:17.957+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-29] Uploaded 728 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/29/data.csv
[2026-05-27T05:56:18.253+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-29] _SUCCESS marker written.
[2026-05-27T05:56:18.501+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-30] Querying BigQuery...
[2026-05-27T05:56:21.195+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-30] Uploaded 752 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/30/data.csv
[2026-05-27T05:56:21.514+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-30] _SUCCESS marker written.
[2026-05-27T05:56:22.411+0000] {ingest_chicago_crime.py:114} INFO - [2014-01-31] Querying BigQuery...
[2026-05-27T05:56:24.883+0000] {ingest_chicago_crime.py:142} INFO - [2014-01-31] Uploaded 744 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/01/31/data.csv
[2026-05-27T05:56:25.199+0000] {ingest_chicago_crime.py:149} INFO - [2014-01-31] _SUCCESS marker written.
[2026-05-27T05:56:25.488+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-01] Querying BigQuery...
[2026-05-27T05:56:28.004+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-01] Uploaded 793 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/01/data.csv
[2026-05-27T05:56:28.288+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-01] _SUCCESS marker written.
[2026-05-27T05:56:28.734+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-02] Querying BigQuery...
[2026-05-27T05:56:31.291+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-02] Uploaded 583 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/02/data.csv
[2026-05-27T05:56:31.596+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-02] _SUCCESS marker written.
[2026-05-27T05:56:31.850+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-03] Querying BigQuery...
[2026-05-27T05:56:34.313+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-03] Uploaded 677 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/03/data.csv
[2026-05-27T05:56:34.725+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-03] _SUCCESS marker written.
[2026-05-27T05:56:35.179+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-04] Querying BigQuery...
[2026-05-27T05:56:37.675+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-04] Uploaded 646 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/04/data.csv
[2026-05-27T05:56:37.959+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-04] _SUCCESS marker written.
[2026-05-27T05:56:38.211+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-05] Querying BigQuery...
[2026-05-27T05:56:40.585+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-05] Uploaded 561 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/05/data.csv
[2026-05-27T05:56:40.872+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-05] _SUCCESS marker written.
[2026-05-27T05:56:41.317+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-06] Querying BigQuery...
[2026-05-27T05:56:43.843+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-06] Uploaded 611 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/06/data.csv
[2026-05-27T05:56:44.348+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-06] _SUCCESS marker written.
[2026-05-27T05:56:45.046+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-07] Querying BigQuery...
[2026-05-27T05:56:47.535+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-07] Uploaded 693 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/07/data.csv
[2026-05-27T05:56:47.827+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-07] _SUCCESS marker written.
[2026-05-27T05:56:48.271+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-08] Querying BigQuery...
[2026-05-27T05:56:50.822+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-08] Uploaded 604 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/08/data.csv
[2026-05-27T05:56:51.118+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-08] _SUCCESS marker written.
[2026-05-27T05:56:51.373+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-09] Querying BigQuery...
[2026-05-27T05:56:53.798+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-09] Uploaded 649 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/09/data.csv
[2026-05-27T05:56:54.118+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-09] _SUCCESS marker written.
[2026-05-27T05:56:54.625+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-10] Querying BigQuery...
[2026-05-27T05:56:57.284+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-10] Uploaded 620 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/10/data.csv
[2026-05-27T05:56:57.589+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-10] _SUCCESS marker written.
[2026-05-27T05:56:58.039+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-11] Querying BigQuery...
[2026-05-27T05:57:00.432+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-11] Uploaded 596 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/11/data.csv
[2026-05-27T05:57:01.564+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-11] _SUCCESS marker written.
[2026-05-27T05:57:01.814+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-12] Querying BigQuery...
[2026-05-27T05:57:04.559+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-12] Uploaded 607 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/12/data.csv
[2026-05-27T05:57:04.841+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-12] _SUCCESS marker written.
[2026-05-27T05:57:05.765+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-13] Querying BigQuery...
[2026-05-27T05:57:08.169+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-13] Uploaded 644 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/13/data.csv
[2026-05-27T05:57:08.462+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-13] _SUCCESS marker written.
[2026-05-27T05:57:08.793+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-14] Querying BigQuery...
[2026-05-27T05:57:11.411+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-14] Uploaded 697 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/14/data.csv
[2026-05-27T05:57:11.695+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-14] _SUCCESS marker written.
[2026-05-27T05:57:12.888+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-15] Querying BigQuery...
[2026-05-27T05:57:15.334+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-15] Uploaded 639 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/15/data.csv
[2026-05-27T05:57:15.619+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-15] _SUCCESS marker written.
[2026-05-27T05:57:16.534+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-16] Querying BigQuery...
[2026-05-27T05:57:19.105+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-16] Uploaded 585 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/16/data.csv
[2026-05-27T05:57:19.404+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-16] _SUCCESS marker written.
[2026-05-27T05:57:19.848+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-17] Querying BigQuery...
[2026-05-27T05:57:22.354+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-17] Uploaded 598 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/17/data.csv
[2026-05-27T05:57:22.664+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-17] _SUCCESS marker written.
[2026-05-27T05:57:23.111+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-18] Querying BigQuery...
[2026-05-27T05:57:25.926+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-18] Uploaded 633 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/18/data.csv
[2026-05-27T05:57:26.306+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-18] _SUCCESS marker written.
[2026-05-27T05:57:26.581+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-19] Querying BigQuery...
[2026-05-27T05:57:29.115+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-19] Uploaded 710 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/19/data.csv
[2026-05-27T05:57:29.402+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-19] _SUCCESS marker written.
[2026-05-27T05:57:29.654+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-20] Querying BigQuery...
[2026-05-27T05:57:32.317+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-20] Uploaded 649 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/20/data.csv
[2026-05-27T05:57:32.624+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-20] _SUCCESS marker written.
[2026-05-27T05:57:32.930+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-21] Querying BigQuery...
[2026-05-27T05:57:35.200+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-21] Uploaded 718 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/21/data.csv
[2026-05-27T05:57:35.645+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-21] _SUCCESS marker written.
[2026-05-27T05:57:35.893+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-22] Querying BigQuery...
[2026-05-27T05:57:38.544+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-22] Uploaded 648 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/22/data.csv
[2026-05-27T05:57:38.845+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-22] _SUCCESS marker written.
[2026-05-27T05:57:39.746+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-23] Querying BigQuery...
[2026-05-27T05:57:42.408+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-23] Uploaded 632 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/23/data.csv
[2026-05-27T05:57:42.688+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-23] _SUCCESS marker written.
[2026-05-27T05:57:43.007+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-24] Querying BigQuery...
[2026-05-27T05:57:45.281+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-24] Uploaded 636 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/24/data.csv
[2026-05-27T05:57:45.782+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-24] _SUCCESS marker written.
[2026-05-27T05:57:46.029+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-25] Querying BigQuery...
[2026-05-27T05:57:48.619+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-25] Uploaded 650 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/25/data.csv
[2026-05-27T05:57:48.894+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-25] _SUCCESS marker written.
[2026-05-27T05:57:49.142+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-26] Querying BigQuery...
[2026-05-27T05:57:51.680+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-26] Uploaded 662 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/26/data.csv
[2026-05-27T05:57:52.063+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-26] _SUCCESS marker written.
[2026-05-27T05:57:52.321+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-27] Querying BigQuery...
[2026-05-27T05:57:54.633+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-27] Uploaded 613 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/27/data.csv
[2026-05-27T05:57:55.044+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-27] _SUCCESS marker written.
[2026-05-27T05:57:55.302+0000] {ingest_chicago_crime.py:114} INFO - [2014-02-28] Querying BigQuery...
[2026-05-27T05:57:57.790+0000] {ingest_chicago_crime.py:142} INFO - [2014-02-28] Uploaded 701 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/02/28/data.csv
[2026-05-27T05:57:58.074+0000] {ingest_chicago_crime.py:149} INFO - [2014-02-28] _SUCCESS marker written.
[2026-05-27T05:57:58.317+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-01] Querying BigQuery...
[2026-05-27T05:58:00.897+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-01] Uploaded 737 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/01/data.csv
[2026-05-27T05:58:01.198+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-01] _SUCCESS marker written.
[2026-05-27T05:58:01.452+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-02] Querying BigQuery...
[2026-05-27T05:58:03.605+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-02] Uploaded 551 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/02/data.csv
[2026-05-27T05:58:03.900+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-02] _SUCCESS marker written.
[2026-05-27T05:58:04.143+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-03] Querying BigQuery...
[2026-05-27T05:58:06.522+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-03] Uploaded 593 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/03/data.csv
[2026-05-27T05:58:06.813+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-03] _SUCCESS marker written.
[2026-05-27T05:58:07.118+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-04] Querying BigQuery...
[2026-05-27T05:58:09.518+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-04] Uploaded 628 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/04/data.csv
[2026-05-27T05:58:09.808+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-04] _SUCCESS marker written.
[2026-05-27T05:58:10.060+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-05] Querying BigQuery...
[2026-05-27T05:58:12.713+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-05] Uploaded 637 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/05/data.csv
[2026-05-27T05:58:13.031+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-05] _SUCCESS marker written.
[2026-05-27T05:58:13.324+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-06] Querying BigQuery...
[2026-05-27T05:58:15.964+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-06] Uploaded 662 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/06/data.csv
[2026-05-27T05:58:16.361+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-06] _SUCCESS marker written.
[2026-05-27T05:58:16.611+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-07] Querying BigQuery...
[2026-05-27T05:58:19.226+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-07] Uploaded 758 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/07/data.csv
[2026-05-27T05:58:19.508+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-07] _SUCCESS marker written.
[2026-05-27T05:58:19.754+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-08] Querying BigQuery...
[2026-05-27T05:58:22.151+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-08] Uploaded 684 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/08/data.csv
[2026-05-27T05:58:22.460+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-08] _SUCCESS marker written.
[2026-05-27T05:58:22.771+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-09] Querying BigQuery...
[2026-05-27T05:58:25.351+0000] {ingest_chicago_crime.py:142} INFO - [2014-03-09] Uploaded 622 rows → gs://chicago-crime-raw-group15/raw/chicago_crime/2014/03/09/data.csv
[2026-05-27T05:58:25.647+0000] {ingest_chicago_crime.py:149} INFO - [2014-03-09] _SUCCESS marker written.
[2026-05-27T05:58:25.890+0000] {ingest_chicago_crime.py:114} INFO - [2014-03-10] Querying BigQuery...
